dataset,split_variant,model,training,checkpoint,eval_split,attack,seed,precision,recall,mAP50,mAP50-95,elapsed_s,timestamp
NSLSR,leakage-safe (segment),nano,random_swir_aug,robust_best,test,combined_strong,1,0.29213796766724276,0.3416856736579158,0.14082971979371703,0.03947671252563986,23.4,2026-09-21T20:32:30
NSLSR,leakage-safe (segment),nano,random_swir_aug,robust_best,test,combined_strong,2,0.2942259364161668,0.30697674418604654,0.14303980148158155,0.03671676551230471,23.1,2026-09-21T20:32:53
NSLSR,leakage-safe (segment),nano,random_swir_aug,robust_best,test,random_fpn_medium,0,0.9206975159958372,0.9348837209302325,0.9640890267085085,0.6859220184654926,1.6,2026-09-21T20:32:55
NSLSR,leakage-safe (segment),nano,random_swir_aug,robust_best,test,random_fpn_medium,1,0.9165372214296229,0.9162790697674419,0.960547016589756,0.6855961339710668,1.6,2026-09-21T20:32:56
NSLSR,leakage-safe (segment),nano,random_swir_aug,robust_best,test,random_fpn_medium,2,0.9119693273602055,0.9209302325581395,0.962112941464666,0.683332498680704,1.6,2026-09-21T20:32:58
NSLSR,leakage-safe (segment),nano,random_swir_aug,robust_best,test,random_radiometric_medium,0,0.9137183522802458,0.8744186046511628,0.949157384383657,0.6863304816554887,1.7,2026-09-21T20:33:00
NSLSR,leakage-safe (segment),nano,random_swir_aug,robust_best,test,random_radiometric_medium,1,0.9254491005590665,0.8660726762478191,0.9479017280742636,0.6865987116904295,1.6,2026-09-21T20:33:01
NSLSR,leakage-safe (segment),nano,random_swir_aug,robust_best,test,random_radiometric_medium,2,0.9052097946491798,0.8790697674418605,0.9488928283559284,0.6880272186375589,1.6,2026-09-21T20:33:03
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,clean,,0.8440968591474646,0.9317570631140019,0.9424329629885069,0.6236338430621506,1.5,2026-09-21T20:33:04
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,pgd20,0,0.00029368484942377074,0.004651162790697674,1.2019659308340568e-05,1.2243302909897127e-06,23.3,2026-09-21T20:33:28
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,pgd20,1,0.0002991116058321578,0.004651162790697674,5.788391434205593e-06,6.296315042494906e-07,23.6,2026-09-21T20:33:51
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,pgd20,2,0.00011824990145841545,0.013953488372093023,2.2155482250996997e-06,2.2155482250996997e-07,24.0,2026-09-21T20:34:15
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_weak,0,0.8862608534982178,0.813953488372093,0.9009005083785114,0.56288491948403,22.9,2026-09-21T20:34:38
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_weak,1,0.8861549981369067,0.813953488372093,0.9009120400601491,0.5626822556033224,22.7,2026-09-21T20:35:01
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_weak,2,0.8867760030318174,0.813953488372093,0.9011008442234487,0.562092829268259,22.5,2026-09-21T20:35:23
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_medium,0,0.8699658355326476,0.7779449305112167,0.8514228730230947,0.49759246795450895,22.8,2026-09-21T20:35:46
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_medium,1,0.8686622295171204,0.7690701970560554,0.8504340081785013,0.49676539489044585,22.4,2026-09-21T20:36:09
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_medium,2,0.8710447613389029,0.772093023255814,0.8522065119848888,0.4970491430402292,22.4,2026-09-21T20:36:31
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_strong,0,0.7833566809835402,0.7023255813953488,0.7308154654451295,0.3803817117464074,22.3,2026-09-21T20:36:53
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_strong,1,0.7980736804051098,0.6930232558139535,0.7311220989727754,0.38383939825878716,22.5,2026-09-21T20:37:16
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,snua_go_strong,2,0.7599567985552494,0.7023255813953488,0.7301223468687792,0.3861716031991977,22.4,2026-09-21T20:37:38
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,aria_medium,0,0.8430095043564051,0.9116279069767442,0.9373641020812127,0.6158387546525168,22.7,2026-09-21T20:38:01
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,aria_medium,1,0.9045374438998773,0.8373537985838724,0.9365970826045072,0.6122442063114961,23.1,2026-09-21T20:38:24
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,aria_medium,2,0.8353516307948534,0.9255813953488372,0.938308612725484,0.615245328354252,22.9,2026-09-21T20:38:47
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,aria_strong,0,0.9041407050744136,0.8093023255813954,0.917677437799022,0.5876171483740913,22.6,2026-09-21T20:39:09
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,aria_strong,1,0.9081936618393687,0.7822007944986794,0.9151298022447774,0.5815634522899875,22.6,2026-09-21T20:39:32
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,aria_strong,2,0.8830459935804196,0.807719293048971,0.9173463152532108,0.5825891434982922,22.6,2026-09-21T20:39:55
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,combined_medium,0,0.8732606056686447,0.7674418604651163,0.8452049731546062,0.49217846058043435,23.5,2026-09-21T20:40:18
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,combined_medium,1,0.8661169303338953,0.7674418604651163,0.8381454275210725,0.4856298361195071,23.1,2026-09-21T20:40:41
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,combined_medium,2,0.8768764603369882,0.772093023255814,0.840565500955946,0.4873376749064743,23.1,2026-09-21T20:41:04
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,combined_strong,0,0.7654151937646353,0.6930232558139535,0.7022407390326417,0.3479064230309659,23.0,2026-09-21T20:41:27
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,combined_strong,1,0.7504099916646012,0.6744186046511628,0.6908733294319349,0.3404711396807396,23.0,2026-09-21T20:41:50
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,combined_strong,2,0.7622757092152003,0.6744186046511628,0.6895153777568244,0.34339049145100137,23.0,2026-09-21T20:42:13
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,random_fpn_medium,0,0.8506532153713856,0.9272319353186038,0.9427101311983445,0.6236380585921544,1.5,2026-09-21T20:42:15
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,random_fpn_medium,1,0.8435220370364914,0.9277026493431854,0.9407347849310891,0.6244850888726223,1.6,2026-09-21T20:42:16
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,random_fpn_medium,2,0.842803289174431,0.9302325581395349,0.9422095692549877,0.6260476082116385,1.5,2026-09-21T20:42:18
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,random_radiometric_medium,0,0.8564245866515876,0.9255813953488372,0.9431954996166753,0.6243351880009695,1.6,2026-09-21T20:42:19
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,random_radiometric_medium,1,0.839431028621687,0.9348837209302325,0.9410761344640829,0.6197566527272522,1.6,2026-09-21T20:42:21
NSLSR,leakage-safe (segment),nano,snua_at,robust_best,test,random_radiometric_medium,2,0.8474638955322458,0.9302778559314696,0.9428411247571475,0.6273996808002015,1.6,2026-09-21T20:42:23
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,clean,,0.9402985847693017,0.8790709840322424,0.9499340674053123,0.6609960569389265,1.5,2026-09-21T20:42:24
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,pgd20,0,6.266449429753102e-05,0.004651162790697674,3.340236488743403e-07,3.340236488743403e-08,23.2,2026-09-21T20:42:47
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,pgd20,1,0.0003596519399738663,0.004651162790697674,1.0470517743612607e-05,1.258946109719362e-06,23.0,2026-09-21T20:43:10
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,pgd20,2,0.000286484645984077,0.004651162790697674,6.2438511868959205e-06,6.677803625708626e-07,23.0,2026-09-21T20:43:33
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_weak,0,0.9254492691228168,0.8660747984262348,0.9188248093752825,0.6128946653286114,22.2,2026-09-21T20:43:56
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_weak,1,0.9264247099910183,0.8651162790697674,0.9183833025860912,0.6135518385698217,22.3,2026-09-21T20:44:18
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_weak,2,0.9309952702698054,0.8651162790697674,0.9188623433536819,0.6145719589264755,22.6,2026-09-21T20:44:41
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_medium,0,0.9064853026741585,0.8325581395348837,0.887206093818959,0.5600938706293073,22.6,2026-09-21T20:45:03
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_medium,1,0.9089189911257514,0.8354765291604807,0.8875713559524117,0.5627416857491273,22.2,2026-09-21T20:45:25
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_medium,2,0.900103859391938,0.838180266873467,0.8869475494240332,0.5587602893213746,22.3,2026-09-21T20:45:48
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_strong,0,0.8641522641687055,0.7255813953488373,0.7790876327098128,0.4421004809179764,22.3,2026-09-21T20:46:10
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_strong,1,0.846310048578953,0.7441860465116279,0.7760951022022758,0.4427448657613896,22.5,2026-09-21T20:46:33
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,snua_go_strong,2,0.8319615428182912,0.7369018007086897,0.7684005164434534,0.44166318773382185,22.4,2026-09-21T20:46:55
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,aria_medium,0,0.9314735392561081,0.8851240570400133,0.9470237787806871,0.6525970680328469,22.7,2026-09-21T20:47:18
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,aria_medium,1,0.9358718071539477,0.8824183628460746,0.9397704821445754,0.6537915169440405,22.8,2026-09-21T20:47:40
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,aria_medium,2,0.9400182620854494,0.8747031534244447,0.9468659184836011,0.6522349282940656,22.6,2026-09-21T20:48:03
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,aria_strong,0,0.9385309539871776,0.8651162790697674,0.9307754006226352,0.6301723497209886,22.6,2026-09-21T20:48:26
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,aria_strong,1,0.9179283162338017,0.8843561104685544,0.927517598952124,0.6372803061819725,22.7,2026-09-21T20:48:48
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,aria_strong,2,0.934790917653486,0.8667901690907837,0.93408999136434,0.634593827842447,22.7,2026-09-21T20:49:11
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,combined_medium,0,0.9042012822745491,0.834109895760534,0.874157249430714,0.547424635001735,23.2,2026-09-21T20:49:34
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,combined_medium,1,0.916595119496067,0.8178419250464446,0.8795588244355734,0.5521495814817395,23.1,2026-09-21T20:49:57
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,combined_medium,2,0.9036112047777025,0.8284598907121331,0.875301099212459,0.5491032933986583,23.0,2026-09-21T20:50:20
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,combined_strong,0,0.8413843805064102,0.7401725742612698,0.7662502612133704,0.41649081877973276,22.9,2026-09-21T20:50:43
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,combined_strong,1,0.8436378223679848,0.7162790697674418,0.7578440125692016,0.4182345771164737,23.0,2026-09-21T20:51:06
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,combined_strong,2,0.848023572947575,0.7209302325581395,0.7487972294091312,0.4145812994113289,23.0,2026-09-21T20:51:29
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,random_fpn_medium,0,0.9270462341764351,0.8865620059754575,0.9499482440547752,0.6628843248874912,1.6,2026-09-21T20:51:31
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,random_fpn_medium,1,0.935789297178351,0.8837209302325582,0.9501058125465872,0.6631116016869616,1.6,2026-09-21T20:51:33
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,random_fpn_medium,2,0.9299900122542907,0.8837209302325582,0.9508532581393879,0.6624273869347903,1.7,2026-09-21T20:51:34
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,random_radiometric_medium,0,0.9372628885936771,0.8837209302325582,0.9502708712492104,0.6616383098546582,1.7,2026-09-21T20:51:36
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,random_radiometric_medium,1,0.9383568108483713,0.8790697674418605,0.9474119868575679,0.6617342376617789,1.6,2026-09-21T20:51:38
NSLSR,leakage-safe (segment),nano,mixed_swir_at,robust_best,test,random_radiometric_medium,2,0.9401776292696702,0.8790697674418605,0.9507216027573868,0.6637341131329271,1.6,2026-09-21T20:51:39
RASMD,stratified (own),nano,standard,best,test,pgd20,0,0.0,0.0,0.0,0.0,168.2,2026-09-21T20:54:27
RASMD,stratified (own),nano,standard,best,test,pgd20,1,0.0,0.0,0.0,0.0,163.1,2026-09-21T20:57:10
RASMD,stratified (own),nano,standard,best,test,pgd20,2,0.1666684319818943,7.332453438920664e-05,1.0122604991658974e-08,1.0122604991658975e-09,163.8,2026-09-21T20:59:54
RASMD,stratified (own),nano,standard,best,test,snua_go_weak,0,0.40054519995505355,0.11016333564591253,0.07747605591440478,0.037133467539017584,159.2,2026-09-21T21:02:33
RASMD,stratified (own),nano,standard,best,test,snua_go_weak,1,0.22546463137866188,0.11628044490099816,0.07693301441420518,0.03689702912760202,163.3,2026-09-21T21:05:17
RASMD,stratified (own),nano,standard,best,test,snua_go_weak,2,0.38906786439443336,0.11871645477158937,0.07627510284136817,0.03589311519296763,163.2,2026-09-21T21:08:00
RASMD,stratified (own),nano,standard,best,test,snua_go_strong,0,0.0008333333333333334,0.00043994720633523974,0.00020833333333333335,6.275614754098361e-05,167.5,2026-09-21T21:10:47
RASMD,stratified (own),nano,standard,best,test,snua_go_strong,1,0.5123321689909189,0.00021997360316761987,0.0002777777777777778,0.00016666666666666663,162.9,2026-09-21T21:13:30
RASMD,stratified (own),nano,standard,best,test,snua_go_strong,2,0.0008558319834642282,0.00039067054266811555,3.8877620013522654e-05,1.2383487877909785e-05,166.7,2026-09-21T21:16:17
RASMD,stratified (own),nano,standard,best,test,aria_medium,0,0.7892138462843613,0.6736639406026077,0.7058317471774065,0.45904311514342505,168.4,2026-09-21T21:19:05
RASMD,stratified (own),nano,standard,best,test,aria_medium,1,0.7960270322896158,0.6714572891030128,0.7065677272629549,0.4593885562139245,168.0,2026-09-21T21:21:53
RASMD,stratified (own),nano,standard,best,test,aria_medium,2,0.7923903356509464,0.6742423454409114,0.7050107713879239,0.45833026377459735,168.2,2026-09-21T21:24:42
RASMD,stratified (own),nano,standard,best,test,aria_strong,0,0.7729743606866553,0.6615024780921411,0.687328399791295,0.4442837551932551,167.2,2026-09-21T21:27:29
RASMD,stratified (own),nano,standard,best,test,aria_strong,1,0.7688069092435142,0.6589088246858736,0.6935425099414724,0.4465789564994144,168.4,2026-09-21T21:30:17
RASMD,stratified (own),nano,standard,best,test,aria_strong,2,0.7846020099025183,0.6605250965802975,0.6931879962257886,0.446540320929844,170.3,2026-09-21T21:33:08
RASMD,stratified (own),nano,standard,best,test,combined_medium,0,0.029777651980614567,0.05794735684469058,0.007335359267973286,0.003246360347937845,170.3,2026-09-21T21:35:58
RASMD,stratified (own),nano,standard,best,test,combined_medium,1,0.03032914022376426,0.057233108466914394,0.00922850213690493,0.0042905614498786075,172.5,2026-09-21T21:38:50
RASMD,stratified (own),nano,standard,best,test,combined_medium,2,0.024725163457305854,0.047682125031707746,0.007018223362528413,0.003559905339396605,170.5,2026-09-21T21:41:41
RASMD,stratified (own),nano,standard,best,test,combined_strong,0,0.5126681110562062,0.00036662267194603314,0.0002777777777777778,0.00013896548202614378,168.5,2026-09-21T21:44:29
RASMD,stratified (own),nano,standard,best,test,combined_strong,1,0.0005523336095001381,0.00029329813755682655,6.944444444444444e-05,3.489281246446036e-05,168.2,2026-09-21T21:47:18
RASMD,stratified (own),nano,standard,best,test,combined_strong,2,0.0006442010795921541,0.0003173460082789089,1.8570536828963793e-05,5.118601747815231e-06,169.4,2026-09-21T21:50:07
RASMD,stratified (own),nano,standard,best,test,random_fpn_medium,0,0.6970920223284928,0.23291811553536898,0.2384958821989732,0.15322577854000943,21.8,2026-09-21T21:50:29
RASMD,stratified (own),nano,standard,best,test,random_fpn_medium,1,0.6808880322040927,0.2276561243481221,0.24138074107535412,0.1527296642893121,22.0,2026-09-21T21:50:51
RASMD,stratified (own),nano,standard,best,test,random_fpn_medium,2,0.7355351458232698,0.21875271449428677,0.24350180524709034,0.15742101036785636,22.7,2026-09-21T21:51:13
RASMD,stratified (own),nano,standard,best,test,random_radiometric_medium,0,0.7863133581425644,0.6697296428087053,0.7066799882411113,0.4637544722645256,23.2,2026-09-21T21:51:37
RASMD,stratified (own),nano,standard,best,test,random_radiometric_medium,1,0.8006630955200609,0.6713110589342066,0.7096767708290012,0.4621825952498611,23.3,2026-09-21T21:52:00
RASMD,stratified (own),nano,standard,best,test,random_radiometric_medium,2,0.8070107722749088,0.6734207147040321,0.7088193460244678,0.46403724309409605,23.2,2026-09-21T21:52:23
RASMD,stratified (own),nano,standard,last,test,pgd20,0,1.4030190601353197e-06,7.332453438920664e-05,9.739753779024467e-09,2.9219261337073404e-09,172.2,2026-09-21T21:55:15
RASMD,stratified (own),nano,standard,last,test,pgd20,1,1.1927338652926373e-06,7.332453438920664e-05,8.665391121093642e-09,8.665391121093642e-10,171.9,2026-09-21T21:58:07
RASMD,stratified (own),nano,standard,last,test,pgd20,2,0.0,0.0,0.0,0.0,172.6,2026-09-21T22:01:00
RASMD,stratified (own),nano,standard,last,test,snua_go_weak,0,0.23745688450285915,0.09579085417949783,0.07484694453155287,0.036663484426497514,166.4,2026-09-21T22:03:46
RASMD,stratified (own),nano,standard,last,test,snua_go_weak,1,0.2588620659350059,0.09704332121160446,0.07567748423937382,0.03496569450037199,166.6,2026-09-21T22:06:33
RASMD,stratified (own),nano,standard,last,test,snua_go_weak,2,0.2257304609668331,0.10295945877121428,0.0822504900843683,0.03810223045009418,170.4,2026-09-21T22:09:23
RASMD,stratified (own),nano,standard,last,test,snua_go_strong,0,0.505175906335126,0.00021997360316761987,3.6231884057971014e-05,3.6231884057971017e-06,169.8,2026-09-21T22:12:13
RASMD,stratified (own),nano,standard,last,test,snua_go_strong,1,0.3348375289736012,0.00014664906877841327,2.604166666666667e-05,3.014675697865353e-06,167.9,2026-09-21T22:15:01
RASMD,stratified (own),nano,standard,last,test,snua_go_strong,2,0.00025720164609053495,0.00014664906877841327,1.3020833333333334e-05,1.3020833333333333e-06,167.3,2026-09-21T22:17:48
RASMD,stratified (own),nano,standard,last,test,aria_medium,0,0.8122408563714569,0.6731150572135783,0.7034283056341444,0.44960048933024255,168.0,2026-09-21T22:20:36
RASMD,stratified (own),nano,standard,last,test,aria_medium,1,0.7846265755548649,0.6747694893921214,0.7026760800724428,0.4492099492408668,169.3,2026-09-21T22:23:25
RASMD,stratified (own),nano,standard,last,test,aria_medium,2,0.7814276203582006,0.6742038396594956,0.7022570567486882,0.45019786114437643,167.0,2026-09-21T22:26:12
RASMD,stratified (own),nano,standard,last,test,aria_strong,0,0.7893398859462971,0.6532022055786796,0.6879983229587129,0.43286055687024166,166.1,2026-09-21T22:28:59
RASMD,stratified (own),nano,standard,last,test,aria_strong,1,0.7607439507406978,0.6738716663736485,0.6901103455439804,0.4332392513855669,167.6,2026-09-21T22:31:46
RASMD,stratified (own),nano,standard,last,test,aria_strong,2,0.7565820483158775,0.6710043936921143,0.6877383656085224,0.43237016673122164,167.4,2026-09-21T22:34:34
RASMD,stratified (own),nano,standard,last,test,combined_medium,0,0.060183221430268864,0.010907116565880526,0.005182107749702074,0.002983865852023977,167.3,2026-09-21T22:37:21
RASMD,stratified (own),nano,standard,last,test,combined_medium,1,0.019533058839519307,0.019652581838366986,0.007740760606834832,0.004891094978688391,165.9,2026-09-21T22:40:07
RASMD,stratified (own),nano,standard,last,test,combined_medium,2,0.012537497912892867,0.027579571502043123,0.0042083500128836,0.0023602108039173495,167.5,2026-09-21T22:42:54
RASMD,stratified (own),nano,standard,last,test,combined_strong,0,0.000542348368435325,0.0004639950770573222,3.901411939559078e-05,4.536703966570096e-06,167.7,2026-09-21T22:45:42
RASMD,stratified (own),nano,standard,last,test,combined_strong,1,0.0035472305775833255,0.0015973840714871791,0.00010585585585585587,2.4099099099099102e-05,167.2,2026-09-21T22:48:29
RASMD,stratified (own),nano,standard,last,test,combined_strong,2,0.0001855976243504083,0.0002440214738897023,2.1533161068044793e-06,1.5073212747631352e-06,166.3,2026-09-21T22:51:15
RASMD,stratified (own),nano,standard,last,test,random_fpn_medium,0,0.6613423654385578,0.2125920513872488,0.22989682147841584,0.14519454794532233,22.1,2026-09-21T22:51:37
RASMD,stratified (own),nano,standard,last,test,random_fpn_medium,1,0.673013703647196,0.22116480121196383,0.23123008876984893,0.14293105627144292,22.5,2026-09-21T22:52:00
RASMD,stratified (own),nano,standard,last,test,random_fpn_medium,2,0.6516931795017951,0.22122120013000338,0.23126921590177185,0.1464535829867965,22.5,2026-09-21T22:52:22
RASMD,stratified (own),nano,standard,last,test,random_radiometric_medium,0,0.8146819243568922,0.6749365046748365,0.7068868284589245,0.45523518627873144,22.9,2026-09-21T22:52:45
RASMD,stratified (own),nano,standard,last,test,random_radiometric_medium,1,0.8132769135654082,0.6731879472834409,0.7067661808367047,0.4554180769147914,22.5,2026-09-21T22:53:08
RASMD,stratified (own),nano,standard,last,test,random_radiometric_medium,2,0.8120836710144625,0.6672836824041318,0.7047103409056147,0.4544050661838884,22.2,2026-09-21T22:53:30
RASMD,stratified (own),nano,pgd_at,best,test,pgd20,0,0.3530709581728206,0.09676722548526605,0.05110504029525529,0.017005731012559835,172.0,2026-09-21T22:56:22
RASMD,stratified (own),nano,pgd_at,best,test,pgd20,1,0.3444655818652292,0.09646910060448138,0.04782800609165907,0.01721395139319304,173.5,2026-09-21T22:59:16
RASMD,stratified (own),nano,pgd_at,best,test,pgd20,2,0.3619189265351588,0.09734273204623549,0.05110108592103116,0.016940592059280588,172.6,2026-09-21T23:02:08
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_weak,0,0.3791261361903613,0.19472796234695702,0.16579107195366485,0.09414419991709115,167.4,2026-09-21T23:04:56
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_weak,1,0.4030423129695407,0.18564840142127628,0.16812434715312566,0.09503274630302336,167.5,2026-09-21T23:07:43
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_weak,2,0.3905600794855513,0.19737734112012698,0.16939112727792727,0.09488143649572184,164.1,2026-09-21T23:10:27
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_strong,0,0.012224546661073204,0.02507283960918184,0.004227466868212356,0.0012841731798602972,160.1,2026-09-21T23:13:07
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_strong,1,0.007765325600544266,0.01625530150274259,0.0021120949392569813,0.0007183567345890738,164.4,2026-09-21T23:15:52
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_strong,2,0.20792139435354592,0.009609024783780262,0.003374819965058636,0.001252672273604266,167.2,2026-09-21T23:18:39
RASMD,stratified (own),nano,pgd_at,best,test,aria_medium,0,0.7225231186029087,0.5576898014567874,0.6471503709950731,0.40845200687294286,168.3,2026-09-21T23:21:27
RASMD,stratified (own),nano,pgd_at,best,test,aria_medium,1,0.7267100608008582,0.5492189853028971,0.6481871061162994,0.40905370540473585,164.5,2026-09-21T23:24:12
RASMD,stratified (own),nano,pgd_at,best,test,aria_medium,2,0.7140051863527593,0.5466268071540997,0.6429709166509571,0.40501594257808543,165.7,2026-09-21T23:26:57
RASMD,stratified (own),nano,pgd_at,best,test,aria_strong,0,0.7064579592452006,0.5373140102567907,0.6257244738686021,0.3946093659027618,164.5,2026-09-21T23:29:42
RASMD,stratified (own),nano,pgd_at,best,test,aria_strong,1,0.7333379841818402,0.5270975275404445,0.6308642405421498,0.3945005260272179,165.7,2026-09-21T23:32:28
RASMD,stratified (own),nano,pgd_at,best,test,aria_strong,2,0.7343787978878318,0.5213059254697487,0.6128262193400088,0.38615101855549744,165.5,2026-09-21T23:35:13
RASMD,stratified (own),nano,pgd_at,best,test,combined_medium,0,0.27041036962197573,0.08166670602236134,0.056245537999699224,0.027105826374833875,168.5,2026-09-21T23:38:01
RASMD,stratified (own),nano,pgd_at,best,test,combined_medium,1,0.18648655969294217,0.07173298597575163,0.04971743639206359,0.023845946076844426,166.9,2026-09-21T23:40:48
RASMD,stratified (own),nano,pgd_at,best,test,combined_medium,2,0.2714524171763663,0.08443762135243109,0.062404751022306575,0.02924223554013029,167.3,2026-09-21T23:43:36
RASMD,stratified (own),nano,pgd_at,best,test,combined_strong,0,0.20214774488353493,0.010141466901622426,0.0026131671344125328,0.0008333542632672376,165.7,2026-09-21T23:46:21
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,clean,,0.9244113839593445,0.9023255813953488,0.9607428807274863,0.678674744654,3.7,2026-09-22T14:21:45
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,pgd20,0,0.0001269164382170779,0.023255813953488372,3.2611531437516305e-06,3.522045395251761e-07,24.6,2026-09-22T14:22:10
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,pgd20,1,0.0001718555797582174,0.013953488372093023,2.661107907925666e-06,4.021467042737257e-07,24.4,2026-09-22T14:22:34
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,pgd20,2,0.00012818212115774092,0.023255813953488372,3.346451422911145e-06,7.810469839110437e-07,24.5,2026-09-22T14:22:59
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_weak,0,0.5545653175037584,0.5255813953488372,0.48899342506257,0.226670292528727,23.4,2026-09-22T14:23:22
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_weak,1,0.6107775059495977,0.5474090704166383,0.5168889166056385,0.2364745270130158,23.7,2026-09-22T14:23:46
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_weak,2,0.5808543253769342,0.5162790697674419,0.4647164501582692,0.22382070459831213,23.7,2026-09-22T14:24:10
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_medium,0,0.3538856559613547,0.3813953488372093,0.23505644543556375,0.08898751836570816,23.6,2026-09-22T14:24:33
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_medium,1,0.37977344643336924,0.3627906976744186,0.2447024938358196,0.09636960104533307,23.7,2026-09-22T14:24:57
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_medium,2,0.3645456830952446,0.3895705998288159,0.2555943829333137,0.10363711417393835,23.6,2026-09-22T14:25:21
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_strong,0,0.21505464710510838,0.20465116279069767,0.09793589234637304,0.035023261980838494,23.5,2026-09-22T14:25:44
