dataset,split_variant,model,training,checkpoint,eval_split,attack,seed,precision,recall,mAP50,mAP50-95,elapsed_s,timestamp
RASMD,stratified (own),nano,pgd_at,best,test,random_radiometric_medium,1,0.7291301783233393,0.5571345890230921,0.6535278951647757,0.4134634849529893,22.6,2026-09-22T15:21:01
RASMD,stratified (own),nano,pgd_at,best,test,random_radiometric_medium,2,0.7338840559879687,0.5403410430228514,0.6493422510587595,0.4094836933415794,22.5,2026-09-22T15:21:23
RASMD,stratified (own),nano,pgd_at,last,test,pgd20,0,0.3312873658907371,0.12545642337704763,0.06627280049696357,0.0180997167736521,168.7,2026-09-22T15:24:12
RASMD,stratified (own),nano,pgd_at,last,test,pgd20,1,0.3203254280865735,0.12504809070678516,0.06514791085406225,0.018660985507757005,169.0,2026-09-22T15:27:01
RASMD,stratified (own),nano,pgd_at,last,test,pgd20,2,0.3314307656800113,0.11865864407972748,0.06413506538738493,0.018757515794672875,168.6,2026-09-22T15:29:50
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_weak,0,0.41637034773220954,0.18546638289042094,0.1639280316466819,0.09114371979215416,163.8,2026-09-22T15:32:34
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_weak,1,0.3668464261260054,0.19362017050993663,0.16406165165262362,0.09070888245247243,164.4,2026-09-22T15:35:18
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_weak,2,0.46834171686283543,0.17859109514447288,0.1637655157225758,0.09128805230298874,163.2,2026-09-22T15:38:01
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_strong,0,0.010472920864326664,0.012900042127603635,0.003828723966008448,0.0011119386683590342,164.4,2026-09-22T15:40:46
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_strong,1,0.007694072160522448,0.008450464714366048,0.002106468590771535,0.0006351557689907489,163.8,2026-09-22T15:43:29
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_strong,2,0.008952077460473098,0.009255853670424362,0.002227291609388888,0.0007166289505840806,164.0,2026-09-22T15:46:13
RASMD,stratified (own),nano,pgd_at,last,test,aria_medium,0,0.7603580767099922,0.6400825527620359,0.6762227269274015,0.4321081711390345,163.1,2026-09-22T15:48:57
RASMD,stratified (own),nano,pgd_at,last,test,aria_medium,1,0.7567518501230937,0.6362410403002108,0.6731220535800583,0.4310169415463057,162.2,2026-09-22T15:51:39
RASMD,stratified (own),nano,pgd_at,last,test,aria_medium,2,0.7621001817983807,0.6356478069078665,0.6758098459488929,0.43087553978049176,161.3,2026-09-22T16:02:13
RASMD,stratified (own),nano,pgd_at,last,test,aria_strong,0,0.7413025044782954,0.6351303516191749,0.6615397409931426,0.4206991250027078,154.9,2026-09-22T16:04:48
RASMD,stratified (own),nano,pgd_at,last,test,aria_strong,1,0.7235661968033481,0.631023716234268,0.6601698497705999,0.41533249737149186,155.9,2026-09-22T16:07:23
RASMD,stratified (own),nano,pgd_at,last,test,aria_strong,2,0.6978873344566572,0.6416505193153147,0.6514164949518523,0.4148180581078587,156.4,2026-09-22T16:10:00
RASMD,stratified (own),nano,pgd_at,last,test,combined_medium,0,0.24071866149391677,0.08403223070229728,0.05698331651647342,0.02438666710670957,154.7,2026-09-22T16:12:35
RASMD,stratified (own),nano,pgd_at,last,test,combined_medium,1,0.2174733388341972,0.07373992022038565,0.05356650813297161,0.022723118460748093,154.9,2026-09-22T16:15:09
RASMD,stratified (own),nano,pgd_at,last,test,combined_medium,2,0.2450948688155676,0.07977158574382022,0.06030976969865535,0.026357157883910357,156.0,2026-09-22T16:17:45
RASMD,stratified (own),nano,pgd_at,last,test,combined_strong,0,0.008586559146835988,0.010936035384170421,0.0025115997915193832,0.0008834307205838947,157.0,2026-09-22T16:20:22
RASMD,stratified (own),nano,pgd_at,last,test,combined_strong,1,0.006748664673560146,0.007423921232917155,0.0019267150745509592,0.0006585164212907764,155.4,2026-09-22T16:22:58
RASMD,stratified (own),nano,pgd_at,last,test,combined_strong,2,0.0063848792754200405,0.008544140548095934,0.001924578314541473,0.0005947305119742585,155.9,2026-09-22T16:25:34
RASMD,stratified (own),nano,pgd_at,last,test,random_fpn_medium,0,0.7265928223282235,0.2517782730541173,0.2781254827470201,0.1835079332276712,21.8,2026-09-22T16:25:56
RASMD,stratified (own),nano,pgd_at,last,test,random_fpn_medium,1,0.7521446025037926,0.25075064979513345,0.27997312613967146,0.18281914357877155,22.7,2026-09-22T16:26:18
RASMD,stratified (own),nano,pgd_at,last,test,random_fpn_medium,2,0.6960419809583288,0.26593827469542,0.29076831339892095,0.18802616286896917,23.1,2026-09-22T16:26:41
RASMD,stratified (own),nano,pgd_at,last,test,random_radiometric_medium,0,0.7665148286813485,0.6400645031725313,0.6788509526899061,0.4356718975729705,22.3,2026-09-22T16:27:04
RASMD,stratified (own),nano,pgd_at,last,test,random_radiometric_medium,1,0.7605960100780043,0.6374010086416525,0.6771664563119297,0.43423063039654697,22.8,2026-09-22T16:27:26
RASMD,stratified (own),nano,pgd_at,last,test,random_radiometric_medium,2,0.764780091871541,0.6399382221724313,0.6788826258946029,0.43569459746287403,23.8,2026-09-22T16:27:50
RASMD,stratified (own),small,standard,best,test,clean,,0.8182653980157655,0.6968188410430435,0.7385385474095608,0.47052069947018116,23.0,2026-09-22T16:28:13
RASMD,stratified (own),small,standard,best,test,pgd20,0,2.0343836123093815e-06,7.332453438920664e-05,4.8904538341158056e-08,4.8904538341158056e-09,161.3,2026-09-22T16:30:55
RASMD,stratified (own),small,standard,best,test,pgd20,1,6.9001385378112455e-06,0.0003173460082789089,2.0019932006287213e-07,4.6562851018784306e-08,160.4,2026-09-22T16:33:35
RASMD,stratified (own),small,standard,best,test,pgd20,2,9.89525258377166e-06,0.0006346920165578178,5.07952066197608e-08,1.5671923921149298e-08,161.2,2026-09-22T16:36:16
RASMD,stratified (own),small,standard,best,test,snua_go_weak,0,0.24982611082601172,0.12254814260451351,0.09280649016465282,0.039687605806971206,159.2,2026-09-22T16:38:55
RASMD,stratified (own),small,standard,best,test,snua_go_weak,1,0.26370244239018215,0.12386776006214084,0.09633073150084527,0.04242880589053562,156.9,2026-09-22T16:41:32
RASMD,stratified (own),small,standard,best,test,snua_go_weak,2,0.2398673051075375,0.12102990867450637,0.0913987333836989,0.04260755158147041,157.1,2026-09-22T16:44:09
RASMD,stratified (own),small,standard,best,test,snua_go_medium,0,0.10497972542267696,0.01821080909343753,0.010424048221607682,0.005063441175149221,157.0,2026-09-22T16:46:46
RASMD,stratified (own),small,standard,best,test,snua_go_medium,1,0.022925829640893163,0.02668671196521061,0.007301444953479883,0.003985427216553453,156.3,2026-09-22T16:49:23
RASMD,stratified (own),small,standard,best,test,snua_go_medium,2,0.021854701421264888,0.0260665947115052,0.006458404916379321,0.0026742496003104624,158.8,2026-09-22T16:52:02
RASMD,stratified (own),small,standard,best,test,snua_go_strong,0,0.0027135174731005925,0.0011972404209493884,0.000840909090909091,0.0001691938450189291,157.3,2026-09-22T16:54:39
RASMD,stratified (own),small,standard,best,test,snua_go_strong,1,0.0018154206372597177,0.0009039422833925619,1.7153861850831546e-05,3.3724460717319238e-06,160.4,2026-09-22T16:57:19
RASMD,stratified (own),small,standard,best,test,snua_go_strong,2,0.0014988768384972511,0.0007572932146141486,4.300695180864853e-05,6.170177462744571e-06,157.8,2026-09-22T16:59:57
RASMD,stratified (own),small,standard,best,test,aria_medium,0,0.8204207879918295,0.691607334320825,0.731856147059391,0.466058242203813,169.1,2026-09-22T17:02:46
RASMD,stratified (own),small,standard,best,test,aria_medium,1,0.8194335192228294,0.6951322551874068,0.7374072148354617,0.4670146825205849,168.5,2026-09-22T17:05:35
RASMD,stratified (own),small,standard,best,test,aria_medium,2,0.8188213045933156,0.6933025956116907,0.7333688191200601,0.46635653948193573,170.3,2026-09-22T17:08:25
RASMD,stratified (own),small,standard,best,test,aria_strong,0,0.8138547080250937,0.6878136739053312,0.7232633725719572,0.4566404525016992,168.4,2026-09-22T17:11:13
RASMD,stratified (own),small,standard,best,test,aria_strong,1,0.8094371649979681,0.6916559693853208,0.7228739616854303,0.45619977235471143,169.4,2026-09-22T17:14:03
RASMD,stratified (own),small,standard,best,test,aria_strong,2,0.812277178389099,0.68835528151828,0.7259150591742789,0.45619597859357963,168.4,2026-09-22T17:16:51
RASMD,stratified (own),small,standard,best,test,combined_medium,0,0.07243463704079851,0.020829393635725692,0.00844611810130765,0.003755267663766985,170.6,2026-09-22T17:19:42
RASMD,stratified (own),small,standard,best,test,combined_medium,1,0.024995948432535137,0.027893425494029674,0.011470520635020466,0.005186993352038586,170.9,2026-09-22T17:22:32
RASMD,stratified (own),small,standard,best,test,combined_medium,2,0.01914215205413122,0.021934363306546523,0.004740866744146715,0.0020023666228950405,171.3,2026-09-22T17:25:24
RASMD,stratified (own),small,standard,best,test,combined_strong,0,0.0021720117946086126,0.0010505913521709753,0.00027904232001348844,3.276498574182812e-05,170.9,2026-09-22T17:28:15
RASMD,stratified (own),small,standard,best,test,combined_strong,1,0.0016230543141575401,0.0011720116280043468,1.3967792917859127e-05,5.801469292499788e-06,171.4,2026-09-22T17:31:06
RASMD,stratified (own),small,standard,best,test,combined_strong,2,0.0017187037207259653,0.0009039422833925619,3.6491507430997876e-05,5.98471260403804e-06,170.0,2026-09-22T17:33:56
RASMD,stratified (own),small,standard,best,test,random_fpn_medium,0,0.5504216332509263,0.2631353281361643,0.2795472982603023,0.16931175916394542,23.8,2026-09-22T17:34:20
RASMD,stratified (own),small,standard,best,test,random_fpn_medium,1,0.6452861879032135,0.26338095281754786,0.28744829480944195,0.16847265258519958,24.7,2026-09-22T17:34:45
RASMD,stratified (own),small,standard,best,test,random_fpn_medium,2,0.5882821491144058,0.29620929956820236,0.30491446007045836,0.17980211581711128,24.6,2026-09-22T17:35:09
RASMD,stratified (own),small,standard,best,test,random_radiometric_medium,0,0.8191862827237598,0.6936802658333443,0.7359739788848404,0.4690607554456,24.4,2026-09-22T17:35:34
RASMD,stratified (own),small,standard,best,test,random_radiometric_medium,1,0.8206289262177756,0.6953445424532427,0.739408818942146,0.46989887544236514,24.3,2026-09-22T17:35:58
RASMD,stratified (own),small,standard,best,test,random_radiometric_medium,2,0.8193043937694506,0.6936826466330506,0.7364684395853508,0.4696880649217146,25.1,2026-09-22T17:36:23
RASMD,stratified (own),small,standard,last,test,clean,,0.8302279659838261,0.7296544712251043,0.7542583242555511,0.49947569485026827,23.8,2026-09-22T17:36:47
RASMD,stratified (own),small,standard,last,test,pgd20,0,1.0792516037678833e-06,7.332453438920664e-05,6.757980499171472e-09,1.3515960998342946e-09,162.6,2026-09-22T17:39:29
RASMD,stratified (own),small,standard,last,test,pgd20,1,4.958263321516633e-06,0.00014664906877841327,5.8584367347417014e-08,6.964210643785163e-09,161.7,2026-09-22T17:42:11
RASMD,stratified (own),small,standard,last,test,pgd20,2,7.392714644211328e-06,0.00021997360316761987,7.500300012000481e-08,7.50030001200048e-09,161.0,2026-09-22T17:44:52
RASMD,stratified (own),small,standard,last,test,snua_go_weak,0,0.3367890599601037,0.12995597681910287,0.11347240550399064,0.05811210330292501,156.5,2026-09-22T17:47:29
RASMD,stratified (own),small,standard,last,test,snua_go_weak,1,0.3158425701303478,0.1288657300859694,0.1047553471761632,0.049978843018628295,158.7,2026-09-22T17:50:07
RASMD,stratified (own),small,standard,last,test,snua_go_weak,2,0.3190924987639605,0.1333443792067427,0.1123643402688806,0.05857254513112469,157.9,2026-09-22T17:52:45
RASMD,stratified (own),small,standard,last,test,snua_go_medium,0,0.16310837544006157,0.02915262582346916,0.021872833737203553,0.00897144906293647,156.3,2026-09-22T17:55:22
RASMD,stratified (own),small,standard,last,test,snua_go_medium,1,0.2240842581105529,0.025419455222015924,0.02354013445599554,0.007964836054454699,156.7,2026-09-22T17:57:58
RASMD,stratified (own),small,standard,last,test,snua_go_medium,2,0.11656647557836748,0.02626550641952567,0.020291077636359497,0.007583871169651902,156.3,2026-09-22T18:00:35
RASMD,stratified (own),small,standard,last,test,snua_go_strong,0,0.0007004763239002522,0.0010998680158380994,0.00010683760683760684,1.6927021860972514e-05,156.1,2026-09-22T18:03:11
RASMD,stratified (own),small,standard,last,test,snua_go_strong,1,0.34142955627759713,0.0005865962751136531,4.11522633744856e-05,1.2206119778660472e-05,155.5,2026-09-22T18:05:46
RASMD,stratified (own),small,standard,last,test,snua_go_strong,2,0.000769704433497537,0.0010998680158380994,5.10204081632653e-05,1.4521193092621662e-05,155.6,2026-09-22T18:08:22
RASMD,stratified (own),small,standard,last,test,aria_medium,0,0.8214879571442272,0.7328363002742736,0.7513136691367905,0.49424717224707554,168.0,2026-09-22T18:11:10
RASMD,stratified (own),small,standard,last,test,aria_medium,1,0.8251404241724534,0.7292609963334229,0.7544420659966229,0.4975796543475832,167.5,2026-09-22T18:13:57
RASMD,stratified (own),small,standard,last,test,aria_medium,2,0.8227272948720966,0.7303979037084475,0.7538367860324514,0.4941719139097364,167.9,2026-09-22T18:16:45
RASMD,stratified (own),small,standard,last,test,aria_strong,0,0.8126648213501219,0.722186598344508,0.7435475479383009,0.4828344591993166,169.0,2026-09-22T18:19:34
RASMD,stratified (own),small,standard,last,test,aria_strong,1,0.8126300910277591,0.7263894875488321,0.746818174157645,0.4878477502582805,170.4,2026-09-22T18:22:25
RASMD,stratified (own),small,standard,last,test,aria_strong,2,0.8079083824405356,0.7267693073136862,0.7382505075218924,0.48221405448667903,167.7,2026-09-22T18:25:12
RASMD,stratified (own),small,standard,last,test,combined_medium,0,0.09128691583255381,0.027516067240519998,0.022518547060624772,0.008004986584297314,168.9,2026-09-22T18:28:01
RASMD,stratified (own),small,standard,last,test,combined_medium,1,0.18159608688482673,0.026167902885451854,0.022708966268169168,0.007522849742724085,167.6,2026-09-22T18:30:49
RASMD,stratified (own),small,standard,last,test,combined_medium,2,0.09782361906389198,0.022648607114108987,0.018565958487557387,0.006631118559269588,166.8,2026-09-22T18:33:36
RASMD,stratified (own),small,standard,last,test,combined_strong,0,0.000630119722747322,0.0008798944126704795,2.7777777777777776e-05,5.9334270331712785e-06,166.7,2026-09-22T18:36:22
RASMD,stratified (own),small,standard,last,test,combined_strong,1,0.0006838608831574835,0.0010265434814488927,3.3185840707964604e-05,9.922954939126718e-06,166.9,2026-09-22T18:39:09
RASMD,stratified (own),small,standard,last,test,combined_strong,2,0.17247404494307692,0.0005865962751136531,3.654970760233918e-05,7.747608233191002e-06,167.0,2026-09-22T18:41:56
RASMD,stratified (own),small,standard,last,test,random_fpn_medium,0,0.6365801216750532,0.23503707231771584,0.2567490177015081,0.1604634045883483,23.2,2026-09-22T18:42:20
RASMD,stratified (own),small,standard,last,test,random_fpn_medium,1,0.6381137364799221,0.22938051058473471,0.24430201717078326,0.1540500098140708,24.6,2026-09-22T18:42:44
RASMD,stratified (own),small,standard,last,test,random_fpn_medium,2,0.6144788542366675,0.2387138847817841,0.261845617506212,0.16248650074706147,24.4,2026-09-22T18:43:09
RASMD,stratified (own),small,standard,last,test,random_radiometric_medium,0,0.8242661051015799,0.7333804325506931,0.7544607969480102,0.49801249762353833,24.8,2026-09-22T18:43:33
RASMD,stratified (own),small,standard,last,test,random_radiometric_medium,1,0.8344289733774057,0.7261587500922606,0.7565765953076778,0.5007764345384865,24.7,2026-09-22T18:43:58
RASMD,stratified (own),small,standard,last,test,random_radiometric_medium,2,0.8298784215408466,0.7266153878275396,0.754940817757169,0.4977559098981658,24.9,2026-09-22T18:44:23
RASMD,stratified (own),small,pgd_at,best,test,clean,,0.7661398897374063,0.6986009912736293,0.7044962563027691,0.46088296782826,24.2,2026-09-22T18:44:47
RASMD,stratified (own),small,pgd_at,best,test,pgd20,0,0.49792412745295805,0.13904313687400563,0.1160519170157881,0.03671905404105936,159.0,2026-09-22T18:47:26
RASMD,stratified (own),small,pgd_at,best,test,pgd20,1,0.47038574170554437,0.1424844170848472,0.11565362295678994,0.036342442954412676,158.7,2026-09-22T18:50:05
RASMD,stratified (own),small,pgd_at,best,test,pgd20,2,0.4914049214712408,0.13791296410543533,0.11458285084031662,0.03634131261215623,158.8,2026-09-22T18:52:44
RASMD,stratified (own),small,pgd_at,best,test,snua_go_weak,0,0.490454316289396,0.23400454313930305,0.23997681566766907,0.12744869250639843,154.4,2026-09-22T18:55:18
RASMD,stratified (own),small,pgd_at,best,test,snua_go_weak,1,0.46432890747406,0.23694581670051804,0.23614664692211518,0.12736378709020293,154.2,2026-09-22T18:57:52
RASMD,stratified (own),small,pgd_at,best,test,snua_go_weak,2,0.4143056752087115,0.24765982816803342,0.23180057892829206,0.12573450500211225,154.7,2026-09-22T19:00:27
RASMD,stratified (own),small,pgd_at,best,test,snua_go_medium,0,0.29623887115841213,0.1683052364721629,0.13471405634528377,0.06245622678564317,154.1,2026-09-22T19:03:01
RASMD,stratified (own),small,pgd_at,best,test,snua_go_medium,1,0.3343952999092245,0.16045963239956015,0.1369017979958462,0.06464281518750517,154.4,2026-09-22T19:05:35
RASMD,stratified (own),small,pgd_at,best,test,snua_go_medium,2,0.3273193624226453,0.15371157261002097,0.13108821746349023,0.06069372575621868,154.1,2026-09-22T19:08:10
RASMD,stratified (own),small,pgd_at,best,test,snua_go_strong,0,0.16039335367792773,0.04696967394475663,0.02791128595226708,0.011105034287932964,154.0,2026-09-22T19:10:44
RASMD,stratified (own),small,pgd_at,best,test,snua_go_strong,1,0.13938734199736022,0.04020599563635132,0.021469427456675325,0.0076308495221441485,153.6,2026-09-22T19:13:17
RASMD,stratified (own),small,pgd_at,best,test,snua_go_strong,2,0.12086940931459017,0.046233467700180365,0.02294901764941057,0.008187071014495912,153.9,2026-09-22T19:15:51
RASMD,stratified (own),small,pgd_at,best,test,aria_medium,0,0.762196608242399,0.6965055485580471,0.7040198744240777,0.459154565875657,166.9,2026-09-22T19:18:38
RASMD,stratified (own),small,pgd_at,best,test,aria_medium,1,0.7663687146036299,0.7035930811108457,0.7062253981508074,0.4587223982778051,165.0,2026-09-22T19:21:23
RASMD,stratified (own),small,pgd_at,best,test,aria_medium,2,0.7596176546764174,0.6998934392670076,0.7047213565146331,0.45846329454281404,163.8,2026-09-22T19:24:07
RASMD,stratified (own),small,pgd_at,best,test,aria_strong,0,0.7787198431302831,0.6794600376846996,0.698167256949724,0.45219559130637776,166.8,2026-09-22T19:26:53
RASMD,stratified (own),small,pgd_at,best,test,aria_strong,1,0.7708201200585475,0.6982911646452677,0.7003416999792716,0.45323203939532236,170.0,2026-09-22T19:29:43
RASMD,stratified (own),small,pgd_at,best,test,aria_strong,2,0.7516847408031614,0.6924314963602027,0.6978472885277952,0.45067205515585507,166.4,2026-09-22T19:32:30
RASMD,stratified (own),small,pgd_at,best,test,combined_medium,0,0.44041913508877856,0.14825093248865495,0.13532658200648376,0.06132736053275604,165.1,2026-09-22T19:35:15
RASMD,stratified (own),small,pgd_at,best,test,combined_medium,1,0.33762238228804636,0.15878292309581712,0.13505154440317066,0.06333765920954207,164.5,2026-09-22T19:37:59
RASMD,stratified (own),small,pgd_at,best,test,combined_medium,2,0.33995781439747924,0.1492196759918275,0.1280982046085388,0.05893103310953352,164.3,2026-09-22T19:40:44
RASMD,stratified (own),small,pgd_at,best,test,combined_strong,0,0.13907610283966879,0.04390591674540525,0.025394422662198744,0.009509425416823118,165.0,2026-09-22T19:43:29
RASMD,stratified (own),small,pgd_at,best,test,combined_strong,1,0.10933584057517198,0.034287187724792785,0.01876067716400719,0.00667798635277679,169.2,2026-09-22T19:46:18
RASMD,stratified (own),small,pgd_at,best,test,combined_strong,2,0.10075717603116881,0.0396300533913303,0.019602930520800702,0.007583191455124177,170.7,2026-09-22T19:49:09
RASMD,stratified (own),small,pgd_at,best,test,random_fpn_medium,0,0.5785325129117161,0.3924841150639324,0.43658654527700874,0.2714479820876074,23.1,2026-09-22T19:49:32
RASMD,stratified (own),small,pgd_at,best,test,random_fpn_medium,1,0.5939985299364245,0.42430338298494785,0.44764244968912265,0.2688664175145966,24.1,2026-09-22T19:49:56
RASMD,stratified (own),small,pgd_at,best,test,random_fpn_medium,2,0.5803143511245504,0.43010151925485535,0.44728717305321686,0.27223058810476336,25.0,2026-09-22T19:50:21
RASMD,stratified (own),small,pgd_at,best,test,random_radiometric_medium,0,0.7569800720213458,0.7045889081624684,0.7062526255469281,0.46136460642416377,24.3,2026-09-22T19:50:45
RASMD,stratified (own),small,pgd_at,best,test,random_radiometric_medium,1,0.7639336470502966,0.7033419164894231,0.7100285576716553,0.4606099571361001,24.6,2026-09-22T19:51:10
RASMD,stratified (own),small,pgd_at,best,test,random_radiometric_medium,2,0.7610244421269804,0.6991281086427384,0.7046064379552766,0.46090846326319923,24.2,2026-09-22T19:51:34
RASMD,stratified (own),small,pgd_at,last,test,clean,,0.8047317861304596,0.6768957538520429,0.7251991698209409,0.46581882191707663,23.8,2026-09-22T19:51:58
RASMD,stratified (own),small,pgd_at,last,test,pgd20,0,0.6044887557428217,0.159094732865969,0.14170385315552583,0.048854350478097566,160.9,2026-09-22T19:54:39
RASMD,stratified (own),small,pgd_at,last,test,pgd20,1,0.5864732401629202,0.154274836209404,0.13952408321238705,0.0487680876880977,161.1,2026-09-22T19:57:20
RASMD,stratified (own),small,pgd_at,last,test,pgd20,2,0.6183428227271152,0.15667992033101888,0.1444620136544866,0.049428425778656436,161.7,2026-09-22T20:00:01
RASMD,stratified (own),small,pgd_at,last,test,snua_go_weak,0,0.506767574783651,0.24776339179342824,0.23731501913974332,0.13392244792903124,156.6,2026-09-22T20:02:38
RASMD,stratified (own),small,pgd_at,last,test,snua_go_weak,1,0.4500794017069792,0.262195258310217,0.2403678611277461,0.13342846332381456,156.7,2026-09-22T20:05:15
RASMD,stratified (own),small,pgd_at,last,test,snua_go_weak,2,0.48377017459879007,0.2550437704573126,0.24434291645535255,0.13419895508134852,155.8,2026-09-22T20:07:50
RASMD,stratified (own),small,pgd_at,last,test,snua_go_medium,0,0.3783836656954322,0.17200938090051224,0.14513082873403058,0.07167652997086717,169.3,2026-09-22T20:10:40
RASMD,stratified (own),small,pgd_at,last,test,snua_go_medium,1,0.41825610283346687,0.1687419768599754,0.148284428917721,0.07340904879802461,162.0,2026-09-22T20:13:22
RASMD,stratified (own),small,pgd_at,last,test,snua_go_medium,2,0.42817060650800337,0.16295922374482222,0.14608390774325145,0.07043899691145558,161.8,2026-09-22T20:16:03
RASMD,stratified (own),small,pgd_at,last,test,snua_go_strong,0,0.1758055604244578,0.043743562741928,0.02546333167420362,0.010143297164886829,164.1,2026-09-22T20:18:48
RASMD,stratified (own),small,pgd_at,last,test,snua_go_strong,1,0.20318716410808768,0.04428452817437941,0.02550103834494753,0.01017750840197638,162.9,2026-09-22T20:21:30
RASMD,stratified (own),small,pgd_at,last,test,snua_go_strong,2,0.1976866972655247,0.0423213381515439,0.025914507462929514,0.009953400695146051,158.4,2026-09-22T20:24:09
RASMD,stratified (own),small,pgd_at,last,test,aria_medium,0,0.7832649938719786,0.6890592924201675,0.7238414990476226,0.4626331723619783,166.8,2026-09-22T20:26:56
RASMD,stratified (own),small,pgd_at,last,test,aria_medium,1,0.8075127213987602,0.6728544313438207,0.7222786536040376,0.4629990835688284,168.2,2026-09-22T20:29:44
RASMD,stratified (own),small,pgd_at,last,test,aria_medium,2,0.7950870205550351,0.6795545601132883,0.7229179941353965,0.4630731494102519,168.3,2026-09-22T20:32:32
RASMD,stratified (own),small,pgd_at,last,test,aria_strong,0,0.7882910073528482,0.6704761924179903,0.7145212506409999,0.45551324587164893,168.5,2026-09-22T20:35:21
RASMD,stratified (own),small,pgd_at,last,test,aria_strong,1,0.7938760714403253,0.6784944219478124,0.7176002188761593,0.45703705293125757,169.4,2026-09-22T20:38:10
RASMD,stratified (own),small,pgd_at,last,test,aria_strong,2,0.7784850449815793,0.6816072003369061,0.7147279709995615,0.4554640876433725,168.7,2026-09-22T20:40:59
RASMD,stratified (own),small,pgd_at,last,test,combined_medium,0,0.3795694882695307,0.1743900413382838,0.14356162081142895,0.07029796806397894,170.2,2026-09-22T20:43:49
RASMD,stratified (own),small,pgd_at,last,test,combined_medium,1,0.46277345904360434,0.15974668760463223,0.1469551106883468,0.07202237165667941,171.5,2026-09-22T20:46:41
RASMD,stratified (own),small,pgd_at,last,test,combined_medium,2,0.4254048736332237,0.1592856291445405,0.14324768943109303,0.06989846873302606,170.2,2026-09-22T20:49:31
RASMD,stratified (own),small,pgd_at,last,test,combined_strong,0,0.2290096271283016,0.040833944211720166,0.024944496798023397,0.009324370256477773,170.6,2026-09-22T20:52:21
RASMD,stratified (own),small,pgd_at,last,test,combined_strong,1,0.22192403049081932,0.040888709868235194,0.024704149673745474,0.010305732253441256,168.8,2026-09-22T20:55:10
RASMD,stratified (own),small,pgd_at,last,test,combined_strong,2,0.28989199311785196,0.044434669259450166,0.027984510025213544,0.01080257373441895,169.3,2026-09-22T20:57:59
RASMD,stratified (own),small,pgd_at,last,test,random_fpn_medium,0,0.5529952096881259,0.4181060631511342,0.433930944099336,0.27480973864935726,23.6,2026-09-22T20:58:23
RASMD,stratified (own),small,pgd_at,last,test,random_fpn_medium,1,0.6024886714100678,0.4123569500026456,0.4381321716816872,0.2725312461027603,23.2,2026-09-22T20:58:46
RASMD,stratified (own),small,pgd_at,last,test,random_fpn_medium,2,0.5885120499607588,0.41868327578041464,0.44810947640448334,0.28220407442641743,24.5,2026-09-22T20:59:11
RASMD,stratified (own),small,pgd_at,last,test,random_radiometric_medium,0,0.7817800341276259,0.6911302951399528,0.7253845198052575,0.4653291503394929,24.4,2026-09-22T20:59:35
RASMD,stratified (own),small,pgd_at,last,test,random_radiometric_medium,1,0.8085535184313186,0.6772657835603865,0.723541753451456,0.46490083388477926,24.8,2026-09-22T21:00:00
RASMD,stratified (own),small,pgd_at,last,test,random_radiometric_medium,2,0.7965019574273215,0.6795978561035964,0.7232174272727604,0.4647902007710857,25.3,2026-09-22T21:00:25
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,clean,,0.7431601967363172,0.699410411790827,0.6915152113422648,0.4550294193338816,23.3,2026-09-22T21:00:48
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,pgd20,0,0.0,0.0,0.0,0.0,166.2,2026-09-22T21:03:35
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,pgd20,1,1.9309902697400306e-06,0.00014664906877841327,1.0108606872235296e-08,1.0108606872235295e-09,167.6,2026-09-22T21:06:22
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,pgd20,2,0.0,0.0,0.0,0.0,166.5,2026-09-22T21:09:09
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_weak,0,0.5933568877686618,0.42530632198189816,0.42834095414670387,0.23559289648436615,162.2,2026-09-22T21:11:51
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_weak,1,0.6199727762857462,0.4219001161298939,0.43499716370512304,0.23749607540293333,160.1,2026-09-22T21:14:31
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_weak,2,0.5671309219387933,0.43557131333512783,0.42967523357578274,0.23363996989774755,159.5,2026-09-22T21:17:11
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_medium,0,0.40017648440458853,0.26049848264436193,0.20972379014165177,0.09570445524302794,159.4,2026-09-22T21:19:50
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_medium,1,0.4679471769728405,0.2574476588513421,0.22035660958498718,0.09866420595034446,160.1,2026-09-22T21:22:30
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_medium,2,0.4397750270205289,0.2609502945197238,0.2245884974953255,0.10379062086158605,160.7,2026-09-22T21:25:11
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_strong,0,0.09403997459647083,0.05951584429856809,0.027015060840441637,0.009805196282155768,160.1,2026-09-22T21:27:51
